title,year,mpaa,runtime,genres,star_rating,director,stars,gross,release_date
Arrete ou je continue,2014,,,Comedy,,,,"$9,719","Dec 17, 2014"
Arrival,2016,,,Drama,,,,"$100,546,139","Nov 11, 2016"
The Arrival,1996,,,Thriller/Suspense,,,,"$14,031,906","May 31, 1996"
Arrowhead,2017,,,Action,,,,$0,"Jun 16, 2017"
Arrows of the Thunder Dragon,2015,,,Drama,,,,$0,"Dec 31, 2015"
Arrugas,2014,,,Drama,,,,$0,"Jul 15, 2014"
Arsenal,2017,,,Action,,,,$0,"Jan 6, 2017"
Art & Copy,2009,,,Documentary,,,,"$139,418","Aug 21, 2009"
Art and Craft,2014,,,Documentary,,,,"$237,091","Sep 19, 2014"
Art Bastard,2016,,,Documentary,,,,"$19,600","Jun 3, 2016"
Art House,2016,,,Documentary,,,,$0,"Apr 19, 2016"
Art is...The Permanent Revolution,2012,,,Documentary,,,,"$4,291","Mar 2, 2012"
Art Machine,2014,,,Comedy,,,,$0,"Feb 6, 2014"
The Art of AmÃ¡lia,2000,,,Documentary,,,,"$26,609","Dec 8, 2000"
The Art of Being Straight,2009,,,,,,,"$10,382","Jun 5, 2009"
Art of Conflict,2012,,,Documentary,,,,$0,"Dec 31, 2012"
The Art of Flight,2011,,,Documentary,,,,$0,"Dec 31, 2011"
The Art of Getting By,2011,,,Romantic Comedy,,,,"$1,430,241","Jun 17, 2011"
The Art of Love,1965,,,Comedy,,,,$0,"Jun 23, 1965"
The Art of Making Money,2011,,,Thriller/Suspense,,,,$0,"Dec 31, 2011"
The Art of the Steal,2010,,,Documentary,,,,"$544,890","Feb 26, 2010"
The Art of the Steal,2014,,,Comedy,,,,"$61,446","Mar 14, 2014"
"Art of War II: Betrayal, The",2008,,,Action,,,,$0,"Aug 12, 2008"
The Art of War III: Retribution,2009,,,,,,,$0,"Aug 11, 2009"
The Art of War,2000,,,Thriller/Suspense,,,,"$30,199,105","Aug 25, 2000"
Art School Confidential,2006,,,Comedy,,,,"$3,297,137","May 5, 2006"
An Art That Nature Makes,2016,,,Documentary,,,,$0,"Aug 10, 2016"
Arte al Agua,2017,,,Documentary,,,,$0,"Dec 31, 2017"
Artemis Fowl 3D,2019,,,Adventure,,,,$0,"Aug 9, 2019"
Artemisia,1998,,,Drama,,,,"$377,512","Apr 3, 1998"
Arth: The Destination,2017,,,Drama,,,,$0,"Dec 31, 2017"
Arthur,1981,,,Comedy,,,,"$81,464,486","Jul 17, 1981"
Arthur,2011,,,Comedy,,,,"$33,035,397","Apr 8, 2011"
Arthur 2: On the Rocks,1988,,,Comedy,,,,"$14,681,192","Jul 8, 1988"
Arthur and Lancelot,2013,,,Action,,,,$0,"Dec 31, 2013"
Arthur and the War of Two Worlds,2010,,,Adventure,,,,"$347,136","Dec 31, 2010"
Arthur Christmas,2011,,,Adventure,,,,"$46,462,469","Nov 23, 2011"
Arthur et la vengeance de Maltazard,2011,,,Adventure,,,,"$347,136","Feb 25, 2011"
Arthur et les Minimoys,2007,,,Adventure,,,,"$15,132,763","Jan 12, 2007"
Arthur Newman,2013,,,Drama,,,,"$207,853","Apr 26, 2013"
Arthur's Hallowed Ground,1986,,,Comedy,,,,"$1,726","Feb 5, 1986"
Article 99,1992,,,Drama,,,,"$6,281,089","Mar 13, 1992"
Artie Lange's Beer League,2006,,,Comedy,,,,"$475,000","Sep 15, 2006"
Artifact,2014,,,Documentary,,,,$0,"Feb 25, 2014"
Artificial Intelligence: AI,2001,,,Drama,,,,"$78,616,689","Jun 29, 2001"
The Artist,2011,,,Drama,,,,"$44,667,095","Nov 25, 2011"
El artista y la modelo,2013,,,Drama,,,,"$78,504","Aug 2, 2013"
Artworks,2004,,,Drama,,,,"$2,186","Oct 29, 2004"
Aruvi,2017,,,Drama,,,,$0,"Dec 31, 2017"
The Aryan Couple,2005,,,Drama,,,,"$290,211","Nov 18, 2005"
"As Above, So Below",2014,,,Thriller/Suspense,,,,"$21,222,315","Aug 29, 2014"
As Cool As I Am,2013,,,Comedy,,,,$0,"Jun 7, 2013"
Les As de la Jungle,2017,,,Adventure,,,,$0,"Dec 31, 2017"
As Good as Dead,2010,,,Thriller/Suspense,,,,"$2,093","Oct 8, 2010"
As Good as it Gets,1997,,,Romantic Comedy,,,,"$148,478,011","Dec 24, 1997"
As Good as You,2017,,,Comedy,,,,$0,"Jun 9, 2017"
As I AM: The Life and Times of DJ Am,2016,,,Documentary,,,,$0,"May 27, 2016"
As I Lay Dying,2013,,,Drama,,,,"$15,009","Oct 11, 2013"
As It Is in Heaven,2014,,,Drama,,,,"$13,486","Jul 11, 2014"
"As Mil e Uma Noites: Volume 1, O Inquieto",2015,,,Drama,,,,"$12,260","Dec 4, 2015"
"As Mil e Uma Noites: Volume 2, O Desolado",2015,,,Drama,,,,"$6,398","Dec 11, 2015"
"As Mil e Uma Noites: Volume 3, O Encantado",2015,,,Documentary,,,,"$4,502","Dec 18, 2015"
As Time Goes By,1988,,,,,,,$0,"Dec 31, 1988"
As You Are,2017,,,Drama,,,,$0,"Feb 24, 2017"
As You Like It,2007,,,Comedy,,,,$0,"Dec 31, 2007"
AÅ¡ Å¾vaigÅ¾dÄ—,2017,,,Comedy,,,,$0,"Dec 31, 2017"
Asa Nu Maan Watna Da,2004,,,Drama,,,,"$235,075","May 14, 2004"
Asambhav,2004,,,,,,,"$19,504","Jul 23, 2004"
AscensÃ£o,2016,,,Drama,,,,$0,"Dec 31, 2016"
Ascenseur pour l'Ã©chafaud,1961,,,Drama,,,,"$373,597","Jun 10, 1961"
Ascension,2017,,,Action,,,,$0,"Dec 31, 2017"
Ascent,2017,,,Drama,,,,$0,"Dec 31, 2017"
Aschhe Abar Shabor,2017,,,Thriller/Suspense,,,,$0,"Dec 31, 2017"
Ash Wednesday,2002,,,Drama,,,,"$2,942","Oct 11, 2002"
Ash Wednesday,1973,,,,,,,$0,"Dec 31, 1973"
Ashby,2015,,,Comedy,,,,"$4,631","Sep 25, 2015"
Asher,2017,,,Drama,,,,$0,"Dec 31, 2017"
Ashes,2012,,,,,,,$0,"Dec 31, 2012"
Ashes of Time Redux,2008,,,Action,,,,"$173,526","Oct 10, 2008"
Ashley's Ashes,2012,,,Drama,,,,$0,"May 23, 2012"
Asi Es La Suerte,2011,,,,,,,$0,"Dec 31, 2011"
The Asian Connection,2016,,,Action,,,,$0,"Jun 7, 2016"
Ask Me Anything,2015,,,Thriller/Suspense,,,,$0,"Mar 3, 2015"
Ask the Dust,2006,,,Drama,,,,"$742,614","Mar 10, 2006"
AÅŸk Uykusu,2016,,,Drama,,,,$0,"Dec 31, 2016"
Askeladden â€“ I Dovregubbens Hall,2017,,,Adventure,,,,$0,"Dec 31, 2017"
Asmodexia,2014,,,Horror,,,,$0,"Sep 26, 2014"
Asoka,2001,,,Drama,,,,"$702,777","Oct 26, 2001"
Asomatous,2017,,,Thriller/Suspense,,,,$0,"Apr 14, 2017"
Aspen Extreme,1993,,,Romantic Comedy,,,,"$7,843,388","Jan 22, 1993"
The Aspern Papers,2017,,,Drama,,,,$0,"Dec 31, 2017"
The Asphalt Jungle,1950,,,,,,,$0,"Jun 1, 1950"
Asphalte,2015,,,Drama,,,,$0,"Dec 31, 2015"
The Asphyx,1999,,,Horror,,,,$0,"May 18, 1999"
Ass Backwards,2013,,,Comedy,,,,$0,"Nov 8, 2013"
The Assailant,2011,,,,,,,$0,"Dec 31, 2011"
Assalto ao Banco Central,2011,,,,,,,$0,"Dec 31, 2011"
Assassin Club,2019,,,Action,,,,$0,"Dec 31, 2019"
Assassin in Love,2010,,,Comedy,,,,$0,"Dec 31, 2010"
Assassin X,2016,,,Action,,,,$0,"Aug 2, 2016"
Assassination,1987,,,Action,,,,"$6,075,793","Jan 9, 1987"
Assassination,2015,,,Thriller/Suspense,,,,"$1,904,682","Aug 7, 2015"
Assassination Classroom: 365 Days,2016,,,Comedy,,,,$0,"Dec 31, 2016"
Assassination Games,2011,,,Action,,,,$0,"Jul 29, 2011"
Assassination of a High School President,2009,,,Comedy,,,,$0,"Oct 6, 2009"
The Assassination of Jesse James by the Coward Robert Ford,2007,,,Western,,,,"$3,909,149","Sep 21, 2007"
The Assassination of Richard Nixon,2004,,,Drama,,,,"$708,776","Dec 29, 2004"
Assassination Tango,2003,,,Drama,,,,"$1,000,673","Mar 28, 2003"
Assassins,1995,,,Action,,,,"$30,306,268","Oct 6, 1995"
Assassins,2016,,,Action,,,,$0,"Jun 7, 2016"
Assassinâ€™s Bullet,2012,,,Drama,,,,$0,"Aug 3, 2012"
Assassin's Code,2011,,,,,,,$0,"Dec 31, 2011"
Assassinâ€™s Creed,2016,,,Action,,,,"$54,647,948","Dec 21, 2016"
Assassins Run,2012,,,,,,,$0,"Dec 31, 2012"
Assault at West Point: The Court-Martial of Johnson Whittaker,1994,,,,,,,$0,"Dec 31, 1994"
Assault On Precinct 13,2005,,,Action,,,,"$20,040,895","Jan 19, 2005"
Assault on Wall Street,2013,,,Thriller/Suspense,,,,$0,"May 7, 2013"
Assaulted: Civil Rights Under Fire,2013,,,Documentary,,,,"$7,054","Jun 20, 2013"
L'assaut,2012,,,Drama,,,,$0,"Apr 6, 2012"
The Assignment,1997,,,Thriller/Suspense,,,,"$600,843","Sep 26, 1997"
The Assignment,2017,,,Thriller/Suspense,,,,$0,"Apr 7, 2017"
Assistance mortelle,2014,,,Documentary,,,,"$3,000","Feb 28, 2014"
The Assistants,2010,,,Comedy,,,,$0,"Dec 3, 2010"
Assisted Living,2005,,,Drama,,,,"$49,048","Feb 4, 2005"
The Associate,1996,,,Comedy,,,,"$12,772,657","Oct 25, 1996"
The Associate,2011,,,Thriller/Suspense,,,,$0,"Dec 31, 2011"
AstÃ©rix aux Jeux Olympiques,2008,,,Adventure,,,,"$999,811","Jul 4, 2008"
AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,2012,,,Adventure,,,,$0,"Dec 31, 2012"
AstÃ©rix et ObÃ©lix contre CÃ©sar,1999,,,Adventure,,,,"$1,644,060","Jun 4, 1999"
Asterix in America,1996,,,,,,,$0,"Feb 23, 1996"
AstÃ©rix: Le domaine des dieux,2015,,,Adventure,,,,"$1,656,287","Feb 20, 2015"
Asthma,2015,,,Drama,,,,$0,"Oct 23, 2015"
Astonishing X-Men: Dangerous,2012,,,Action,,,,$0,"Apr 10, 2012"
Astonishing X-Men: Torn,2012,,,Action,,,,$0,"Aug 14, 2012"
Astonishing X-Men Unstoppable,2012,,,,,,,$0,"Nov 13, 2012"
Astoria,2002,,,Drama,,,,"$44,025","Apr 5, 2002"
Astraea,2016,,,Adventure,,,,$0,"Oct 4, 2016"
Astral,2016,,,Documentary,,,,$0,"Dec 31, 2016"
Astro,2017,,,Action,,,,$0,"Dec 31, 2017"
Astro Boy,2009,,,Adventure,,,,"$19,551,067","Oct 23, 2009"
The Astro Zombies,2016,,,Horror,,,,$0,"Oct 11, 2016"
Astronaut,2018,,,Drama,,,,$0,"Dec 31, 2018"
The Astronaut Farmer,2007,,,Drama,,,,"$11,003,643","Feb 23, 2007"
The Astronaut's Wife,1999,,,Thriller/Suspense,,,,"$10,672,566","Aug 27, 1999"
Asu Mare,2013,,,Comedy,,,,$0,"Dec 31, 2013"
Asura : The City of Madness,2016,,,Action,,,,"$174,501","Oct 7, 2016"
Asylum,2005,,,Thriller/Suspense,,,,"$375,403","Aug 12, 2005"
Asylum,2015,,,Horror,,,,$0,"Jun 2, 2015"
At Any Price,2013,,,Drama,,,,"$379,791","Apr 24, 2013"
At Berkeley,2013,,,Documentary,,,,"$31,736","Nov 8, 2013"
At Cafe 6,2016,,,Romantic Comedy,,,,$0,"Dec 31, 2016"
At Close Range,1986,,,Drama,,,,"$2,347,000","Apr 18, 1986"
At First Sight,1999,,,Drama,,,,"$22,365,133","Jan 15, 1999"
At Jesus' Side,2010,,,,,,,$0,"Mar 16, 2010"
At Last,2005,,,Drama,,,,"$15,026","Nov 4, 2005"
At Long Last Love,1975,,,Musical,,,,"$1,500,000","Jan 1, 1975"
At Play in the Fields of the Lord,1991,,,Drama,,,,"$1,342,903","Dec 6, 1991"
At Sachem Farm,1999,,,Drama,,,,"$5,000","Jun 5, 1999"
At the Devilâ€™s Door,2014,,,Horror,,,,$0,"Sep 12, 2014"
At the Earth's Core,2015,,,Adventure,,,,$0,"Jan 13, 2015"
At the Fork,2016,,,Documentary,,,,$0,"Jul 13, 2016"
At The Gate Of The Ghost,2012,,,,,,,$0,"Dec 31, 2012"
At the Mountains of Madness,2011,,,Adventure,,,,$0,"Dec 31, 2011"
¡Ã�tame!,1990,,,Drama,,,,"$4,087,000","May 1, 1990"
Atari: Game Over,2015,,,Documentary,,,,$0,"Oct 20, 2015"
Atasco en la Nacional,2007,,,,,,,$0,"Dec 31, 2007"
The Ataxian,2016,,,Adventure,,,,$0,"Dec 23, 2016"
AtÃ§alÄ± Kel Mehmet,2017,,,Action,,,,$0,"Dec 31, 2017"
Till Luck Do Us Part 2,2013,,,,,,,$0,"Dec 31, 2013"
Atharintiki Daaredi,2013,,,,,,,"$1,500,000","Sep 27, 2013"
Atheist America,2017,,,Documentary,,,,$0,"Nov 14, 2017"
Atithi Tum Kab Jaoge?,2010,,,Comedy,,,,"$235,847","Mar 5, 2010"
ATL,2006,,,Comedy,,,,"$21,170,563","Mar 31, 2006"
Atlantic.,2014,,,Drama,,,,$0,"Dec 31, 2014"
Atlantic City,1980,,,Drama,,,,"$10,000,000","Jan 1, 1980"
Atlantis Rising,2011,,,Action,,,,$0,"Dec 31, 2011"
"Atlantis, The Lost Continent",1998,,,Adventure,,,,$0,"Sep 1, 1998"
Atlantis: The Lost Empire,2001,,,Adventure,,,,"$84,052,762","Jun 8, 2001"
Atlas Shrugged: Part 1,2011,,,Drama,,,,"$4,752,353","Apr 15, 2011"
Atlas Shrugged: Part II,2012,,,Drama,,,,"$3,336,053","Oct 12, 2012"
Atlas Shrugged: Who Is John Galt?,2014,,,Drama,,,,"$851,690","Sep 12, 2014"
Atlit,2014,,,Drama,,,,$0,"Dec 31, 2014"
ATM,2012,,,Thriller/Suspense,,,,"$3,010","Apr 6, 2012"
Atmen,2012,,,Drama,,,,"$4,630","Aug 31, 2012"
Atomic Blonde,2017,,,Thriller/Suspense,,,,"$51,573,925","Jul 28, 2017"
Atomic Homefront,2017,,,Documentary,,,,$0,"Oct 27, 2017"
Atomica,2017,,,Thriller/Suspense,,,,$0,"Mar 17, 2017"
Atonement,2007,,,Drama,,,,"$50,980,159","Dec 7, 2007"
Atrapa la bandera,2015,,,Adventure,,,,$0,"Dec 4, 2015"
Atrocious,2011,,,Horror,,,,$0,"Aug 17, 2011"
Attack Force Z,2007,,,Action,,,,$0,"Apr 17, 2007"
Attack of the 50 Foot Cheerleader,2012,,,,,,,$0,"Dec 31, 2012"
Attack of the Killer Donuts,2017,,,Black Comedy,,,,$0,"Nov 17, 2017"
Attack of the Killer Tomatoes,1978,,,Comedy,,,,$0,"Oct 8, 1978"
Attack of the Lederhosen Zombies,2017,,,Horror,,,,$0,"Jan 13, 2017"
Attack of the Puppet People,1958,,,Horror,,,,$0,"Apr 30, 1958"
Attack on Ashville,2017,,,Thriller/Suspense,,,,$0,"Dec 31, 2017"
Attack on Darfur,2010,,,,,,,$0,"Dec 31, 2010"
Attack the Block,2011,,,Action,,,,"$1,024,175","Jul 29, 2011"
Attacking the Devil: Harold Evans and the Last Nazi War Crime,2014,,,Documentary,,,,$0,"Dec 31, 2014"
The Attacks of 26/11,2013,,,Drama,,,,"$248,346","Mar 1, 2013"
Attenberg,2012,,,Drama,,,,"$42,582","Mar 9, 2012"
L'attentat,2013,,,Drama,,,,"$1,625,707","Jun 21, 2013"
Attention On Tourne!,2001,,,,,,,"$19,071","Jan 5, 2001"
L'attesa,2016,,,Drama,,,,"$55,804","Apr 29, 2016"
Attica,2011,,,Drama,,,,$0,"Dec 31, 2011"
The Atticus Institute,2015,,,Horror,,,,$0,"Jan 20, 2015"
Attila Marcel,2014,,,Comedy,,,,"$25,601","May 30, 2014"
Attraction,2017,,,Adventure,,,,$0,"Dec 31, 2017"
Attrition,2018,,,Action,,,,$0,"Dec 31, 2018"
@urFRENZ,2011,,,Thriller/Suspense,,,,$0,"Sep 23, 2011"
Au-delÃ  de la haine,2007,,,Documentary,,,,$949,"Jun 15, 2007"
Au Hasard Balthazar,1970,,,Drama,,,,"$39,388","Feb 19, 1970"
Au nom de ma fille,2016,,,Drama,,,,"$1,623","Dec 2, 2016"
Au Pair Girls,2012,,,Comedy,,,,$0,"Sep 25, 2012"
Au plus prÃ¨s du soleil,2015,,,Drama,,,,$0,"Dec 31, 2015"
Au Revoir LÃ -haut,2017,,,Drama,,,,$0,"Dec 31, 2017"
L'auberge rouge,2008,,,Comedy,,,,"$50,304","Apr 11, 2008"
Audrie & Daisy,2016,,,Documentary,,,,$0,"Sep 23, 2016"
Audubon,2017,,,Documentary,,,,$0,"Jun 20, 2017"
Auf Das Leben!,2016,,,Drama,,,,$0,"Aug 30, 2016"
Auf der anderen Seite,2008,,,Drama,,,,"$742,349","May 21, 2008"
El Auge Del Humano,2017,,,Drama,,,,$0,"Mar 3, 2017"
Auggie Rose,2001,,,Drama,,,,"$31,200","May 18, 2001"
Augie,2018,,,Documentary,,,,$0,"Mar 20, 2018"
August,1996,,,Drama,,,,"$5,000","Apr 19, 1996"
August,2008,,,Drama,,,,"$12,636","Jul 11, 2008"
August Evening,2008,,,Drama,,,,"$74,494","Sep 5, 2008"
August: Osage County,2013,,,Black Comedy,,,,"$37,738,810","Dec 25, 2013"
August Rush,2007,,,Drama,,,,"$31,664,162","Nov 21, 2007"
Augustin,1995,,,Comedy,,,,"$5,490","Oct 11, 1995"
Augustine,2013,,,Drama,,,,"$107,352","May 17, 2013"
Auntie Mame,1958,,,Comedy,,,,"$23,300,000","Jan 1, 1958"
El Aura,2006,,,Thriller/Suspense,,,,"$58,804","Nov 17, 2006"
Aurangzeb,2013,,,Drama,,,,$0,"May 17, 2013"
Aurelie Laflamme: Les deux pieds sur terre,2015,,,,,,,$0,"Dec 31, 2015"
Aurora,2011,,,Drama,,,,"$5,558","Jun 29, 2011"
Aurora,2012,,,Drama,,,,$0,"Dec 31, 2012"
Aurora Borealis,2006,,,Drama,,,,"$60,729","Sep 15, 2006"
Aurore,2017,,,Drama,,,,$0,"Dec 31, 2017"
Aus dem Leben der Marionetten,1980,,,Drama,,,,$0,"Dec 31, 1980"
Aus dem Nichts,2017,,,Drama,,,,"$301,898","Dec 27, 2017"
Ausbilder Schmidt,2009,,,,,,,$0,"Dec 31, 2009"
Aussie & Ted's Great Adventure,2009,,,,,,,$0,"Oct 6, 2009"
Austenland,2013,,,Romantic Comedy,,,,"$2,137,573","Aug 16, 2013"
Austin Found,2017,,,Comedy,,,,$0,"Jul 7, 2017"
Austin Mahone: My Journey,2014,,,,,,,$0,"Dec 31, 2014"
Austin Powers 4,2011,,,Comedy,,,,$0,"Dec 31, 2011"
Austin Powers in Goldmember,2002,,,Comedy,,,,"$213,117,789","Jul 25, 2002"
Austin Powers: International Man of Mystery,1997,,,Comedy,,,,"$53,883,989","May 2, 1997"
Austin Powers: The Spy Who Shagged Me,1999,,,Comedy,,,,"$206,040,085","Jun 10, 1999"
Australia,2008,,,Drama,,,,"$49,554,002","Nov 26, 2008"
Australia Day,2017,,,Drama,,,,$0,"Dec 31, 2017"
Australia: Land Beyond Time,2002,,,Documentary,,,,$0,"Dec 31, 2002"
Australian Ballet: Cinderella,2016,,,Concert/Performance,,,,$0,"Dec 31, 2016"
Australian Ballet: Coppelia,2017,,,Concert/Performance,,,,$0,"Dec 31, 2017"
Australian Made: The Movie,1987,,,Documentary,,,,$0,"Dec 31, 1987"
Australian National Theatre Live: Emerald City,2016,,,Concert/Performance,,,,$0,"Dec 31, 2016"
Australien Skies 2: Contact of Interest,2018,,,Documentary,,,,$0,"Feb 20, 2018"
Author! Author!,1982,,,Comedy,,,,"$13,111,101","Jun 18, 1982"
Author: The JT LeRoy Story,2016,,,Documentary,,,,"$85,999","Sep 9, 2016"
Authors Anonymous,2014,,,Comedy,,,,$0,"Apr 18, 2014"
Auto Focus,2002,,,Drama,,,,"$2,062,066","Oct 18, 2002"
Auto Shop of Horrors,2016,,,Comedy,,,,"$4,300","Sep 23, 2016"
Autobiografia lui Nicolae Ceausescu,2011,,,Documentary,,,,"$32,889","Sep 9, 2011"
Autoerotic,2011,,,Drama,,,,$0,"Jul 22, 2011"
Automata,2014,,,Thriller/Suspense,,,,$0,"Oct 10, 2014"
The Automatic Hate,2016,,,Drama,,,,"$4,603","Mar 11, 2016"
Automne,2006,,,Drama,,,,"$12,655","Jun 9, 2006"
Autopsy,2009,,,Horror,,,,$0,"Mar 31, 2009"
The Autopsy of Jane Doe,2016,,,Horror,,,,$0,"Dec 21, 2016"
El Autor,2017,,,Comedy,,,,$0,"Dec 31, 2017"
Autoreiji,2011,,,Drama,,,,"$44,745","Dec 2, 2011"
Autoreiji: Biyondo,2014,,,Action,,,,"$3,878","Jan 3, 2014"
Autostop rosso sangue,1977,,,Drama,,,,$0,"Dec 31, 1977"
Autrui,2015,,,Drama,,,,"$37,460","Feb 27, 2015"
Autumn,2010,,,,,,,$0,"Dec 31, 2010"
"Autumn, Autumn",2017,,,Drama,,,,$0,"Sep 29, 2017"
Autumn Blood,2014,,,Drama,,,,$0,"Sep 19, 2014"
Autumn Dreams,2017,,,Comedy,,,,$0,"Aug 29, 2017"
The Autumn Heart,2000,,,Drama,,,,"$13,354","Sep 8, 2000"
Autumn in New York,2000,,,Drama,,,,"$37,752,931","Aug 11, 2000"
Autumn Lights,2016,,,Drama,,,,$0,"Oct 21, 2016"
Aux,2017,,,Horror,,,,$0,"Dec 31, 2017"
Ava & Lala,2014,,,,,,,$0,"Dec 31, 2014"
Aval,2017,,,Horror,,,,$0,"Dec 31, 2017"
Avalanche,2014,,,Action,,,,$0,"Sep 16, 2014"
Avalanche,2016,,,Drama,,,,$0,"Dec 31, 2016"
Avalanche Sharks,2015,,,Horror,,,,$0,"Jun 30, 2015"
Les avaleuses,2012,,,Horror,,,,$0,"Oct 16, 2012"
Avalon,1990,,,Drama,,,,"$15,702,685","Oct 5, 1990"
Avan Ivan,2011,,,,,,,$0,"Dec 31, 2011"
Avant l'hiver,2014,,,Drama,,,,"$53,970","Mar 7, 2014"
Avant que j'oublie,2008,,,Drama,,,,"$25,209","Jul 18, 2008"
Avant que mon coeur bascule,2012,,,Documentary,,,,"$15,753","Nov 16, 2012"
Avanti!,1972,,,Adventure,,,,$0,"Dec 17, 1972"
Avarice,2012,,,,,,,$0,"Dec 31, 2012"
Avaâ€™s Possessions,2016,,,Horror,,,,$0,"Mar 4, 2016"
Avatar,2009,,,Action,,,,"$760,507,625","Dec 18, 2009"
Avatar 2,2020,,,Adventure,,,,$0,"Dec 18, 2020"
Avatar 3,2021,,,Adventure,,,,$0,"Dec 17, 2021"
Avatar 4,2024,,,Adventure,,,,$0,"Dec 20, 2024"
Avatar 5,2025,,,Adventure,,,,$0,"Dec 19, 2025"
Avaze gonjeshk ha,2009,,,Drama,,,,"$116,372","Apr 3, 2009"
Avenged,2014,,,,,,,$0,"Dec 31, 2014"
Avengers: Age of Ultron,2015,,,Action,,,,"$459,005,868","May 1, 2015"
Avengers Confidential Black Widow & Punisher,2014,,,Action,,,,$0,"Mar 25, 2014"
Avengers: Infinity War,2018,,,Action,,,,$0,"Apr 27, 2018"
The Avengers,1998,,,Action,,,,"$23,385,416","Aug 14, 1998"
The Avengers,2012,,,Action,,,,"$623,279,547","May 4, 2012"
Avenging Angel,1985,,,Action,,,,"$5,622,787","Jan 11, 1985"
Avenging Force,1986,,,Action,,,,"$4,679,650","Sep 12, 1986"
L'avenir,2016,,,Drama,,,,"$388,265","Dec 2, 2016"
Las aventuras de Tadeo Jones,2014,,,Adventure,,,,$0,"Jan 14, 2014"
Les Aventures de Spirou et Fantasio,2017,,,Adventure,,,,$0,"Dec 31, 2017"
Les aventures extraordinaires d'AdÃ¨le Blanc-Sec,2013,,,Adventure,,,,$0,"Aug 13, 2013"
Avenue Montaigne,2007,,,Comedy,,,,"$2,044,858","Feb 16, 2007"
L'aveu,2015,,,Thriller/Suspense,,,,$0,"May 26, 2015"
Avgust Vosmogo,2012,,,Action,,,,$0,"Dec 31, 2012"
The Aviator,2004,,,Drama,,,,"$102,608,827","Dec 17, 2004"
The Aviator,1985,,,Adventure,,,,"$287,195","Mar 1, 1985"
Avicii: True Stories,2017,,,Documentary,,,,$0,"Dec 31, 2017"
Avis de mistral,2014,,,Drama,,,,"$191,839","May 9, 2014"
L'avocat de la terreur,2007,,,Documentary,,,,"$47,724","Oct 12, 2007"
Avon Man,2011,,,Comedy,,,,$0,"Dec 31, 2011"
AVP: Alien Vs. Predator,2004,,,Horror,,,,"$80,281,096","Aug 13, 2004"
Avril et le monde truquÃ©,2016,,,Adventure,,,,"$295,488","Mar 25, 2016"
Awake,2007,,,Thriller/Suspense,,,,"$14,373,825","Nov 30, 2007"
Awake: The Life of Yogananda,2014,,,Documentary,,,,"$1,511,750","Oct 10, 2014"
Awaken,2015,,,Action,,,,$0,"Jul 7, 2015"
Awaken the Shadowman,2017,,,Horror,,,,$0,"Jul 21, 2017"
The Awakening,1980,,,Horror,,,,"$8,415,112","Oct 31, 1980"
The Awakening,2012,,,Horror,,,,"$95,933","Aug 17, 2012"
Awakening the Zodiac,2017,,,Thriller/Suspense,,,,$0,"Jun 9, 2017"
Awakenings,1990,,,Drama,,,,"$51,636,504","Dec 19, 1990"
Away,2015,,,Drama,,,,$0,"Dec 31, 2015"
Away Days,2016,,,Documentary,,,,$0,"May 31, 2016"
Away From Her,2007,,,Drama,,,,"$4,548,331","May 4, 2007"
Away We Go,2009,,,Comedy,,,,"$9,451,946","Jun 5, 2009"
Awe!,2017,,,Thriller/Suspense,,,,$0,"Dec 31, 2017"
Awesome: I F%!#in' Shot That,2006,,,Concert/Performance,,,,"$162,538","Mar 31, 2006"
Awful Nice,2014,,,Comedy,,,,$0,"Mar 7, 2014"
An Awfully Big Adventure,1995,,,Drama,,,,"$258,195","Jul 21, 1995"
AWOL,2017,,,,,,,$0,"Jun 20, 2017"
AWOL-72,2015,,,Thriller/Suspense,,,,$0,"Dec 31, 2015"
Axe Giant: The Wrath of Paul Bunyan,2013,,,Horror,,,,"$2,498","May 31, 2013"
The Axe Murders of Villisca,2017,,,Horror,,,,$0,"Jun 6, 2017"
Axed,2012,,,Horror,,,,$0,"Dec 31, 2012"
Axel 2: Adventures of the Spacekids,2017,,,Adventure,,,,$0,"Dec 31, 2017"
Axel: The Biggest Little Hero,2014,,,Adventure,,,,$0,"Dec 31, 2014"
Axeman 2: Overkill,2017,,,Horror,,,,$0,"Oct 17, 2017"
Axilas,2016,,,Comedy,,,,$0,"Dec 31, 2016"
Axolotl Overkill,2016,,,Drama,,,,$0,"Dec 31, 2016"
Ay! Ay! Ramon,2015,,,,,,,$0,"Dec 31, 2015"
Ay Lav Yu Tuu,2017,,,Comedy,,,,$0,"Dec 31, 2017"
Ayanda and the Mechanic,2015,,,Drama,,,,$0,"Nov 13, 2015"
Ayla,2017,,,Drama,,,,$0,"Dec 31, 2017"
Ayn Rand: A Sense of Life,1998,,,Documentary,,,,"$209,244","Feb 13, 1998"
Ayn Rand and the Prophecy of Atlas Shrugged,2012,,,Documentary,,,,$0,"Apr 3, 2012"
Ayurveda: Art of Being,2002,,,Documentary,,,,"$16,892","Jul 19, 2002"
Azap,2015,,,Horror,,,,$0,"Dec 31, 2015"
Azazil 2: BÃ¼yÃ¼,2015,,,Horror,,,,$0,"Dec 31, 2015"
Azem 3: Cin Tohumu,2016,,,Horror,,,,$0,"Dec 31, 2016"
